tweet	sentiment
Marwa is good but busy at intersection due to Pinnacle filling station selling fuel.         	Positive
Alahun towards Eleko to T-junction is good.  The return journey from T-junction stretch to eleko, Alahun  to molete is good.  Slow moving traffic from molete to school gate due to the ongoing construction.	Positive
Return journey from LocalAirport to GenHsptl UBridge is busy.  Proceeding to CountryClub, Nitel, Leventis and Cantonment is ok but approaching Maryland is busy.  GenHsptl UBridge to Ikeja UBridge is busy.      	Positive
      A lone accident of a commercial bus at Adeniji inward Obalende with one Casualty on ground,   has been contacted for medical attention. 	Neutral
Traffic is a bit slow inw Kosofe and Iyana School approaching Ketu.  Good traffic from Ojota Interchange thru Ojota bus stop, New Garage, Odo Iyalaro bridge, Independence Tunnel, Idiroko and Anthony.       	Positive
the return jounery from Wenco to Odo eran is a bit slow due to the alternation.  Better movement to Caterpillar, Ogba, Excellence hotel asides the alternation, good movement to Omole junction, Grammar School, approaching VIS to Oando filling station is also slow	Positive
We implore motorists to be patient even as recovery and rescue teams are en-route.  Please ensure you give way to rescue teams where necessary to aid swift operation.               	Neutral
but a bit slow approaching Berger due bus stop activities and motorists accessing a filling station. Drive with care!      	Negative
Command stretch eleko to T-junction is good.  The return journey from T-junction towards eleko to command is good after command to police post bogije is a slow moving traffic due to the ongoing construction.	Positive
        Costain inward Iganmu is gtg Iganmu bridge inward Doyin is moving well but busy from Doyin inward Orile due to commercial activities  Inward Alaba Suuru is gtg likewise the return journey.	Negative
to itamaga T junction enroute itamaga traffic light down to elepe environs inward ijede is appreciable.  No record of impediment at the moment.           	Positive
Moshalasi r/a inward Pako, GTB, Abesan estate roundabout, Estate gate to Abule egun is faster moving traffic  at the moment.  Return journey from Abule egun, to Abesan Roundabout is moving traffic due to the morning activities at Estate gate bus stop.	Negative
Inner part of Ire akari to Osolo road is good to go likewise return journey,  Oke afa, Pako ,Kogberegbe, Ile Ibadan, Ishaga, College, Omonide, Aye, Limca junction inward Laspotech round about is good to go	Positive
      Nitel inward total is good to go same as the  return journey back to abattior is also good to go.   Total inward Isokoko connecting National Mangoro is free also the return journey is on a steady movement.	Positive
     All areas are cool and calm both inward and outward all the way from samelot inward itamaga  T junction enroute lucky fibre down to Maya is appreciable while from maya down to adamo Imota Agbowa is equally okay while the return journey down	Positive
        Traffic is gd from Ajuwon Rd inw Elliot, Rogo Jnctn approaching Ishaga R/Abt where it is a bit slow.  Toyin inw Ishaga Market is gd, then slow inw Ishaga R/Abt due to commercial activities.       	Negative
This incident is not affecting traffic at the moment as transloading is ongoing. Officers are on ground doing the needful.        	Neutral
    Good  movement along Marina road from UBA, but slow approaching NNPC due to fuel queue, the further movement to Cathedral is good.  Good connecting inner mMarina from outer Marina by CMS bus stop also.	Positive
     Traffic moving into CMS from Apongbon bridge to connect Odunlami is very good.  Outer Marina to connect State house enroute Mcwen is also good, Ascending Obalende bridge is appreciable but on Obalende bridge stretch down to Adekunle is a steady	Positive
VIS proper due to the massive  turning.  VIS inward isheri olowora is good.  No record of impediment is for now.           	Positive
     It’s moving freely on College road except slight delay at Thomas Salako alternation point. Jungle inward Fagba is good up to Church bus stop, then slow inward the alternation point.	Positive
Traffic around Jakande to Igbo Efon, Chevron Ikota, Mega Chicken and VGC is moving fine towards Ajah Jubilee bridge and under the bridge.    Return journey back to Marwa is good.  Impediment is negative at this hour.        	Positive
Warehouse road enroute commercial road  through Etisalat is  still looking good.   No record of impediment for now.           	Positive
Better inward Ijaiye enroute Ajegunle while the return journey is equally good.  Busy inward Oja Oba underneath jubilee bridge to connect Charity due to alternation and effects of fuel queue. Better to link Abbatoir.       	Positive
        Auto crash at Bayo Kuku intersection involving three vehicles: Mazda bus, Lexus Jeep and Toyota Corolla with effect on traffic. Effort is on for recovery while our Officers on ground doing the needful.        	Neutral
Proceeding to Country Club, Nitel junction, Leventis, Cantonment is good, but approaching Maryland is slightly busy.  GH UBridge to Kodesho is busy.  Proceeding to Ikeja UBridge, Tower is good.	Positive
The stretch of the return journey from Ajah down to ikate, marwa is in a perfect shape.  Officers are on ground doing the needful.            	Positive
Egbeda intersection, good movement to Moshalasi. Egbeda intersection inward Akowonjo in and out is good.    	Positive
    Movement from Moshalashi inward LUTH is slightly busy down to Mushin due to market activities.  Mushin inward Olorunshogo, Ilupeju bypass, Cappa is good.  Cappa towards Oshodi underneath the bridge is busy down to Bolade due to market activities.	Positive
Babs Animashaun road from Census to Bode Thomas junction down to Doyin orile is a moving traffic, Bode Thomas junction to link Eric Moore junction connecting Iganmu is good, Ogunlana drive to Masha roundabout is good but a slight delay at Olufemi intersection due to 	Positive
     Cele inward Ago r'abt is good to go likewise return journey also.  Cele link bridge inward Ijesha is slow but the return journey is good.       	Positive
    An encouraging movement from Barracks inward Ojuelegba bridge, Dorman long bridge down to Fadeyi,  likewise Ojuelegba bridge inward empire and Jibowu is also under control by our men.    	Negative
Moving on to Agric is all good down to Haruna, Benson inwards Ikorodu R/abt.  Ikorodu R/abt through Ayanguren Road is Slow down to Ojubode and beyond likewise the *RJ* due to several market activities around there.       	Negative
      Kudirat Abiola Way, Billings way, Ikosi road, Opebi link bridge inward and outward welfare, Adebola house, Salvation, Sheraton link bridge inward and outward Allen Adebola house, Allen intersection and Aromire are all gradually building up.	Neutral
Apogbon bridge down to CMS by outer Marina to link Odunlami is also good. Nitel intersection en-route State House inward McWen bridge down to Bonny Camp is good.   impediment is negative at this hour.         	Positive
     Report of an Overnight burnt vehicle at ifako bridge inward ogudu, LASEMA have been contacted for immediate evacuation. More updates shortly.            	Positive
     Charity and Oja Oba intersections is now finally subsided.   However, Abule egba MOBIL is still busy but moving steadily.   Traffic backlog is by Mchris Electronics.   In and out of Ilepo is good to go.   The stretch of Abule egba-Ajegunle	Positive
        Good movement inward and outward of Lagos Ibadan Express way, better movement from Isheri Olowora, River valley, Kosoko, going towards VIS and Bovas filling station is slow, slow and Steady movement to Omole junction, Excellence, Ogba,...	Positive
        Where exactly in Lekki express way?	Positive
The return journey from Hacco to Allen is good to go.  Lateef Jakande Road Agidingbi from Coca cola junction, Daily Time is good to go  Busy movement from Mobil, Cadbury Akeem Balogun to connect Agidingbi by Cadbury, Amara Olu by Zenith Bank	Positive
Onward journey to Nitel is steady as there's a queue at Total filling station but single lane policy is being maintained. Connecting GH UBridge is good.        	Positive
     Busy but steady moving traffic from Abbattoir connecting Charity.   Traffic Backlog is by Abimbola Awoliyi Estate.   Charity Inward social club road is good but slightly busy on the return journey due to alternation.	Positive
      Charity intersection is busy at this hour due to influx of vehicles.  Traffic at Abbattoir is gradually subsiding and. Movement in and out of Social Club Rd is good.   Traffic around Abule Egba MOBIL is also subsiding.	Positive
      Palliative Work is still in progress by MEN of LSPWC on Odo iyalaro bridge.  Traffic movement has narrowed down to one lane leading to a traffic backlog beyond Onipanu. More Updates Shortly.           	Positive
along that location. However, it is moving steadily with efforts from traffic managers on ground.   The return journey from Ajegunle down to abule egba is good.   Slight delay between Casso and Adura due to the fuel queue at MOBIL but no cause for alarm.	Positive
    Movement from Odo Ogun down to Ajegunle, Thomas is good. Thomas inw Irawo is busy due to pedestrian crossing, bus stop activities and high influx. Onward journey from Irawo to Idera, Weigh bridge, Owode Onirin, Owode Elede down to Mile12 is slow.	Positive
       Traffic has subsided on Kudirat Abiola way, Billings way, Ikosi road, Opebi link bridge, Adebola house, Salvation, Sheraton link bridge, Opebi U-Turn, Toyin Round About, Custom, Allen Avenue, Obafemi Awolowo way and Aromire road. 	Negative
Inward secretariat and Tollgate is good but slow enroute Alapere occasioned by the Filling station at Alapere dispensing fuel.  Proceeding towards Ogudu and the third mainland bridge is good.      	Positive
Movement Inward Ile iwe is good but a little delay at the intersection due to the tricycle activities.   Movement inward command is good but busy at the intersection.   Movement inward Dog center is busy but free inward Gospel Ikanla, oju odo but	Positive
Ozumba Mbadiwe Way is good but busy at intersections all thru to Lekki.  Upward to Marwa is ok but busy approaching the  intersection due to alternation and fuel queue.       	Positive
All other area remains calm with no record of Impediment.  Officers are on ground doing the needful accordingly.           	Positive
Return journey from Kosoko back to VIS, Grammar school, Omole down to Ogba is not bad traffic wise.    	Positive
Traffic inward Jesus house is a moving traffic caused by the traffic light alternating.   Movement inward eleganza, ajibade babatola navigating through canoe is slow propelled by the influx, bad road and alternation by canoe roundabout.	Negative
      A container laden truck broke down at Ebute Police Post intersection, slightly affecting traffic flow.   Effort is on to fix it and get it moving.  Men strategically located.        	Negative
      An Accident occurred at Go-Ye Jnctn a while ago, taking up a large chunk of the road.   Effort to resolve it have yielded positive results, and they are off the road.   Men strategically located.       	Positive
Aswani junction to Mechanic village link bridge to Adewunmi Abudu ,Seriki Abass down to Asa Afariogun intersection is good.       	Positive
No record of Impediment for now.           	Neutral
  on one  side by service lane.   Return journey is equally good up to Fruit Market but busy at Iyana Iba roundabout, that  stretch back to Agbara custom Check point is good.	Positive
        Movement coming from Moshalashi down to Luth, Olosha to Mushin is good to go.  Mushin inward Olorunshogo, Ilupeju bypass, Cappa to underneath the bridge Oshodi is still OK  Oshodi inward Bolade u turn is slightly busy due to alternation.	Positive
Return journey from Ajegunle down to Abule Egba is good.  Oja Oba, Charity down to Abbattoir is good.  Ilepo corridor both inward and outward is steady.         	Positive
      A loaded tipper broke down on Eko bridge inw Costain. Though not having any effect on traffic, effort is on to get it off the road.         	Negative
Although, the journey towards Radio Junction and Ikeja Under bridge respectively are good for now.  Functional traffic signal lights still intact at their various positioning.	Positive
Investigation revealed that a Honda Civic car lost control from the other end of the road as a result of serious over speeding and ran into a stationed PSP truck packing refuse by the road side at Isheri.	Negative
Better movement to Catapilla, Ogba, Excellence, with alternation delays. Good movement to Omole junction asides little  alternation delays.	Positive
The NNPC intersection is building up gradually and so is Mubostic Junction but they are both accommodating at the moment. Jakande Estate Gate Junction is ok towards Oke Afa area.  Return journey is good.  Our early riser officers are on ground controlling traffic.  	Positive
      Picture of a loaded truck with a propeller problem at Ogolonto inward Oba Sekunmade rd. Effort is ongoing to evacuate it from the road.     	Neutral
Inw &amp; outw Fagba intersection from Pencinema underneath the bridge are in good order.  College road stretch is moving as expected in/out .         	Positive
The Return journey from Marine bridge inward Ajegunle is also good.  Sifax thru 7up bridge to connect Total is good as only few Tankers were seen occupying a lane on the bridge.       	Positive
    A fatal accident at Secretariat inw Otedola bridge before Oando filling station btw a Bus and a Tanker.   has been contacted for medical attention while effort is on for evacuation.         	Neutral
Omole inward County is good, slow from there inward Excellence due to alternation. Area G inward Ogba proper is slow due to bus stop activities and turning at Tantalizer. Ogba inward Caterpillar, Odoeran is good aside alternation.	Positive
        Good movement from Otedola to Capital Filling station, busy movement from Capital Filling station to Oando filling station occasioned by fuel queue, better movement to Kara and the return jounery from Kara into Lagos is good 	Positive
     On college road, the stretch is looking good, same as Ajayi to jungle.  Pencinema under bridge to Fagba intersection is having it good too as well as the return.  Jonathan Coker road by Fagba intersection to Olayiwola is in order	Positive
Oworoshoki back to 3MB inward Adekunle inter-change is good.    	Positive
     The stretch of this axis from Marwa down to Ajah is in good shape while there is a  slight delay connecting VGC from Ajah due to the reduced lanes by the fuel station occasioned by the	Positive
     Good vehicular movement from under bridge to Abraham Adesanya. Adesanya connecting Ogombo is in good shape. Adesanya to Ogidan, Majek towards Awoyaya is good. Awoyaya to Bogije is also good.      	Positive
However, there is an impediment currently blocking the road at Super, inwards Abule Egba. Motorists are making use of General hospital road as alternative route. While effort is currently being made towards evacuating the said impediment,	Positive
Traffic on Oba Ogunnusi road from River Valley to VIS is good, with slight delay approaching VIS proper due to alternation and fuel queues. Better movement inward Omole junction to connect Agidingbi with little alternation delay.	Positive
     Ajah to marwa, the return journey from Marwa back to Ajah is very good this morning.  No record of impediment at the moment .           	Positive
      Elliot to Ishaga roundabout is a good one, Agbado crossing-Toyin Rd is still motorable, ishaga roundabout to Fagba intersection is still on good side, outward is looking good.	Positive
Other location around the axis from Northwest to Chevron , Jakande and Marwa and the return journey from Marwa to Mega Chicken inward Ajah is all good aside from traffic light alternation points.         	Positive
queue and construction going on while it is a good movement immediately after VGC down to Ikate.   Ikate to ELF is good while it is a busy movement from ELF to Marwa due to the  infractions from pinnacle fuel station.	Positive
 about, Cele, Shobo, Kwara, Jimoh, Vulcanizer, Micom, Bakery, Ogunlana to connect Egbeda are good. Return journey from Egbeda to connect Lagos Abeokuta Express Way and Swipha, Agbotikuyo, Oniwaya axis is good.    	Positive
     Better movement from Pleasure to Iyana ipaja under bridge upto Go-ye.  Return journey is a bit slow approachng Iyana ipaja under bridge, and good movement to Pleasure.  Alagba towards Iyana ipaja round about, Mosalasi, Gate…	Positive
Adekunle Inter-change onward journey to Iyana-oworo enroute Olopomeji and Gbagada Express Way is good. Gbagada Express inward Car Wash and Oworoshoki is good. For Now, Area still cool and calm.         	Positive
Ogunlana Drive to Masha r'abt is good but a slight delay at Olufemi intersection due to traffic light alternation.       	Positive
      Stretch of Mobolaji Johnson avenue, Old toll-gate connecting 7up, Billings way junction down Ạlausa intersection is good to go, likewise the return journey.  Stretch of Obafemi Awolowo way is good.	Positive
    Better movement from Pleasure to Iyana ipaja under bridge down to Go-ye.  Return journey is a slow movement inw Iyana ipaja under bridge, a good movement inw Pleasure. Alagba inw Iyana ipaja R/abt is a slow movement, a good movement 	Positive
both TBS Avenue and Catholic mission street. Ganiyu Smith road is good to connect Igbosere and linking Bamgbose Street.  Good movement on Bamgbose to connect back to Campus Square and Tinubu Square.  Good descending CMS bridge toward Cathedral and  Odunlami except for alternation	Positive
      Kara inward Otedola is good likewise Otedola inward Enyo  Slow movement inward Oando due to fuel queue. Better movement inward Kara.  Good movement on oba Ogunnusi road from River valley inward VIS	Positive
      Vehicular movement from Apakun inward International airport down to Nahco is good to go.  Movement from Nahco to Ajao junction and 7&amp;8 inward oshodi is good to go on the main carriage way but it is a slow	Positive
Movement from Iyana Oworo inward Gbagada down to Charle boy is good while return journey from Charle boy to Gbagada and Ifako is good also.         	Positive
      Ekoro and it's adjoining corridor is good inward Agbelekale   Inward Ile iwe, Command to Adefemi is good,  Church roundabout to Oluwaga is good,   Oluwaga to Amule is good but busy from Amule to Megida layby due to commercial activities	Positive
an appreciable movement.  Ijora Oloopa through the high bridge inward Total is good to go.  On 7up bridge through  the intersection on Marine bridge inward Total under bridge, Tankers on the extreme right lane are navigating through the ramp to connect to various Depots.	Positive
Swipha, Agbotikuyo, Oniwaya axis is also looking good.         	Positive
        Traffic in/out of VI is gd at the moment.  Ahmadu Bello Way is gd; Adeola Odeku is gd; Akin Adesola is gd; Adetokunboh Ademola is gd; Ajose Adeogun is gd; Ozumba Mbadiwe is gd        	Neutral
     The earlier reported Loaded Tanker that ran into the road median at Barracks inw Ojuelegba has now been towed off the road by       Safety of motorists now assured.       	Neutral
     Traffic in and out of the Third Mainland Bridge is now very good.  Remember to keep it within speed limits.       	Positive
The return journey back to Cele is good  Movement from Cele inward Ago roundabout is busy due to alternation at the junction.  Vehicular  movement from Ago roundabout inward Apata enroute Transformer to Ilasa is also busy due to early morning rush.	Positive
       Steady movement from Carter bridge descending towards Elegbata u-turn.       Elegbata by CFAO towards Apongbon proper is at faster rate through CMS bridge descending Odunlami intersection.  Good movement from Elegbata bridge enroute Leventis…	Positive
    Presently,  at Olupese perlliative measures is ongoing on the failed portion of the road by men of the Lagos state public works.  Traffic managers are on ground at the location ensuring steady movement of  traffic within that corridor. 	Negative
Slight delay at VIS corridor due to massive turning and fuel queues. Better movement inward Isheri Olowora.    	Positive
      Good movement from Carter bridge inward journey Eyin Eyo. From Eyin Eyo connecting Balogun street is still looking good also, while traffic from Tinubu square  connecting Nnamdi Azikiwe street is good to go for now.	Positive
     It is a good movement both on the length and breath of this location. No record of Impediment at the moment while structure is on ground monitoring and doing the needful.            	Positive
Also, going towards gbagada from iyana oworo inward Charle boy is good, the return journey from Charle boy back to gbagada and ifako is also good.  No record of impediment for now.           	Positive
        Good movement inward and outward of Lagos Ibadan Express way. Good movement coming from Isheri Olowora, River valley, Kosoko, slight belay at VIS, better movement to Grammar School, Omole junction aside alternation.	Positive
        Traffic is gd from Costain thru Iponri inw Alaka.  Moving on to Stadium, Barracks and Ojuelgba is gd. Traffic is gd inw the Dorman Long bridge.        	Negative
     Good movement in and out of 3rd Mainland Bridge. Good movement from Adeniji down to Simpson under bridge. Obalende bridge is good down to Onikan round about. Onikan bridge descending Flag House is good.	Positive
Ajose Adeogun thru Ligali Ayorinde to Water Corporation is all good and same applicable to the return journey.  Sanusi Fafunwa thru Akin Adesola to Odeku intersection is good.       	Positive
Busy also connecting Inner Marina from outer Marina due to cordoned section of road by CMS bstop due to construction, traffic diverted to inner Marina now.      	Negative
Ajah back to Jakande is fine but a bit slow at Jakande intersection.  Jakande to Chisco slightly busy but free to Ikate and Marwa.         	Positive
Gbagada Bridge inward Car Wash is a Slow moving traffic.  Gbagada Inward Oworoshoki is good to go back to third mainland bridge inward Adekunle inter-change.           	Positive
Better movement inward River Valley, Isheri Olowora.  Impediment is negative at the moment and our officers are  visible doing the needful.         	Positive
     Movement from Asa-afariogun intersection to Jesus House is slow.       	Negative
        A truck laden with loaded 40ft container broke down at Ijora inward Alaka road by Iganmu, effort on for its evacuation while our officers are on scene managing the situation effectively.          	Positive
      Alaka bridge inward ijora sifax is occupied by tankers on a single file while a lane is opened for other categories of vehicles, which resulted to slow movement of vehicles.	Negative
No record of Impediment at the moment while officers are on ground monitoring and doing the needful. More updates shortly.           	Positive
Akowonjo roundabout to Shasha traffic light,  Cele busstop, Jimoh, Vulganizer bus stop to Ogunlana junction is having free traffic flow and it’s return to Akowonjo roundabout is very okay. Shasha road inside is well.         	Positive
     Generally, This area is still looking very calm at the moment.   The stretch of Abule egba-Ajegunle corridor both inward and outward is good.   Oja Oba, Charity and all its adjoining routes is equally good to go.	Positive
Movement from Barracks down to Coca-Cola is good. Onward journey to Allen intersection is good.  Allen intersection all the way to Ikeja underneath the bridge is moving fine.  Return journey from underneath the the bridge back to Allen intersection is good, but there is 	Positive
The Slow and steady movement continues from Obanikoro inwards Anthony, Maryland to Odoyalaro bridge on both the service lane and the main carriage way due to the damaged expansion joint on Odoyalaro bridge.         	Negative
      Sabo inward Itamaga is a better movement while return journey is okay. Good movement from Itamaga down to Maya, Adamo to connect both Imota and Agbowa while the return trip Is equally okay.	Positive
Alagba towards Iyana Ipaja round about, Mosalasi, Gate, Baruwa U-turn and Opeki is good.  While the return journey is good upto Alagunta.  Slow movement towards Iyana Ipaja round about and connecting Iyana ipaja under bridge.	Positive
Inner part of Ire akari to Osolo Road is good likewise return journey also.  Ibeh Road Apata inward Transformer junction to Ilasa ubridge is good likewise the return journey also.       	Positive
Ligali Ayorinde connecting Sanusi Fafunwa  enroute Akin Adesola ,Lawschool, Civic Center, Sandfill enroute Lekki and Marwa are all in good shape.  The return journey from Marwa enroute Lekki is good.       	Positive
Marketing inward and outward Stadium road connecting Maternity is a steady movement. Odo Eran inward Pen Cinema flyover bridge is good to go, while return journey from Pen Cinema inward Odo Eran is moving traffic.   Odo Eran inward Chemiron junction,	Positive
     Better movement within our area of coverage at this hour.   Although there is still an impediment at kola but it has no impact on traffic for now.	Positive
Enu Owa junction inward and outward police post is in good shape at the moment.  Adeniji Adele en route Idumagbo avenue to Tom Jones is moving at a fast rate.  Tom Jones to Eyin Eyo is busy occasioned by the alternation at Eyin Eyo.	Positive
     Movement from 7up through Mobolaji Johnson is good down to Billings way junction.  Onward journey to Total fuel station is busy due to fuel queue.  Total to Lands is in good shape.  Nurudeen Olowopopo in and out is looking good.	Positive
      Ikorodu r/abt inw Benson is slow due to alternation delay and b/stop activities.  Beyond Benson, motorists will have it smooth down to Weigh bridge but slow connecting Owode Onirin.  Further movement Inw Owode Elede enroute Kosofe is ok.	Positive
     Movement from Sabo Roundabout to Onimalu inbound Samelot through Itamaga intersection en route Lucky Fibre via Maya entering Adamo advancing Imota down to Agbowa is a free flow likewise the return journey.	Positive
      Movement from Otedola to Enyo filling station, Oando filling station is a slow moving traffic.  From Oando filling station to Berger bus stop to connect Kara is looking good and the return jounery from kara into lagos is good to go.	Positive
Ganiyu Smith Road is free as well.   Bamgbose Street to connect back to Campus Square and Tinubu Square is good to go.         	Positive
7:50AM]       Movement from Mekwen bridge inward BonnyCamp r'abt is a little busy at the moment due to early morning rush.       	Negative
 Super including IleEpo which has little delay towards Pleasure.    	Positive
      Ajasa command, Ekoro and it's adjoining corridor is good for now Inward Agbelekale is good but busy at intersection,  Inward Ile iwe to Command is good but approaching Command is busy due to influx and commercial activities	Positive
    Good movement Inward and Outward of Lagos Ibadan Express way.  Isheri Olowora, River valley, Kosoko is looking good.  Approaching VIS, Bovas is slow due to fuel queue.      	Positive
Adekunle interchange on 3MB, navigating into Clinic Rd is a smooth ride.  Further movement Inw Makoko is ok. Makoko inw Panti enroute Alagomeji is ok, asides little alternation delay. Onward journey Spencer is good, but slow approaching Sabo due to commercial buses activities.	Positive
Radio to Allen intersection is busy due to backlog from Aromire coupled with alternation by traffic light at Allen.   Balogun, Olowu and Ikeja Ubridge are good, The return journey is busy before Olowu junction due to commercial activities	Positive
...Martin's junction inward Apongbon is in Good shape while All other Area is looking Good.         	Positive
Traffic is still gd leaving Alapere inw Ogudu, Ifako, Iyana Oworo and Olopomeji.       	Neutral
     Costain inward Iganmu is ok.  Iganmu bridge inward Alaba Suuru is moving appreciably likewise the return journey.       	Positive
      Charity and Oja Oba intersections are slightly busy due to closing hour rush.   Abule egba MOBIL is a bit busy as well due to fuel queue but moving steadily with backlog at Zenith bank  Ijaye connecting Meiran enroute Toll gate is busy.	Positive
movement is still very much appreciable while the return journey on the entire stretch from   Moshalashi towards Bolade is still very much in order.   Movement from Ojuwoye to connect Isolo road towards Palm avenue junction,	Positive
       The construction work ongoing on the walk path of the Ojota interchange has slow down vehicular movement from Ojota inw 7up down to Tollgate.	Negative
    There's a brokendown Toyota Sienna at Fagba intersection. The owner is working on it as traffic is busy as a result. Officers are on ground doing the needful.         	Positive
Connecting Ajah Jubilee bridge through Abraham Adesanya down to Sangotedo is good.  It is Slightly busy at Sangotedo due to alternation delays.  Moving on to Abijo, Eko-akete, Awoyaya down to Lakowe is appreciable.         	Positive
Moving towards Tollgate through the service lane is not bad, same as proceeding towards Ojota, but it’s busy and slow at Ojota bus stop owned to commercial buses activities and morning influx of vehicles.	Positive
Dopemu bridge inward Akowonjo round about, Sha Sha round about, Cele, Shobo, Kwara, Jimoh, Vulcanizer, Micom, Bakery, Ogunlana to connect Egbeda is also good.  Return journey from Egbeda to Lagos Abeokuta express way and Swipha, Oniwaya, Agbotikuyo axis fast.   	Positive
The NNPC intersection is accessible towards Jakande Estate Gate Junction en-route Oke Afa area.  Movement from  Mubostic Junction to Canoe area is good.  The return journey is good and fast.         	Positive
       Good vehicular movement from Dolphin towards Osborne. Osborne connecting Alfred Rewane is good to go, with just slight delay at NNPC intersection due to fuel queue.	Positive
       It’s busy and slow coming from Oba Ogunji rd just after the Jubilee bridge enroute Odo Eran, same as Akilo junction towards Odo Eran as well as Enahoro entrance inward Odo Eran on Wemco rd. Odo Eran to Ogba bus stop and Excellence hotel…	Negative
       Boundary roundabout is good to go. Inward and outward of Mobil road is good to go.  Sifax tru 7up bridge bridge inward Total is good to go. From Ijora Oloopa through the high bridge inward Danlami up is good.	Positive
       Movement of traffic from under bridge to Adesanya is good while Adesanya towards Ogombo is also good. Adesanya en-route ShopRite, Majek towards Awoyaya to Mayfair is good.  Slow moving traffic after Mayfair to Mobil, due to fuel queue.	Positive
Iganmu bridge inward Ijora sifax is steady likewise movement inward Ijora 7up roundabout.   Slow movement inward Badia gaskiya road due to commercial activities.        Ijora Sifax inward Ijora bridge, 1 lane is occupied by tankers while the other lane is moving freely.	Positive
      Movement from Otedola to Capital Filling Station is good, but from there to Oando filling station is slow due to queue along the road. Better movement to Kara, the return journey from Kara into New Garage is slow. 	Positive
        A broken down Honda with tyre problem at Iyana Oworo inward Ogudu. Effort is on for recovery while our officers are on ground doing the needful.  Please drive with caution on approach.       	Negative
No casualty involved, effort is on for evacuation while Officers are on ground doing the needful.    	Neutral
Dopemu bridge inward Akowonjo round about, ShaSha traffic light, Cele, Shobo, Kwara, Jimoh, Vulcanizer, Micom, Bakery, Ogunlana to connect Egbeda is good to go.  Egbeda to connect Lagos Abeokuta express way as well as Dopemu bridge inward Swipha, Oniwaya, Agbotikuyo axis is good.	Positive
...Flag Staff House is still good for now. Good on JK Randle Road from Onikan roundabout towards Lagos City Mall, TBS and Water Board. The stretch of Broad Street from General Hospital toward Freedom Park, First Baptist Church, Tinubu Square is good.   	Positive
Return journey from Egbeda to connect Lagos Abeokuta express way as well as Dopemu bridge inward Swipha, Agbotikuyo, Oniwaya axis is good to go.         	Positive
    Noted	Neutral
Oja Oba and Charity Intersections including all its adjoining routes still calm for now.  Ilepo corridor both inward and outward is equally in a good shape.  Though, motorists are making use of BRT corridor due to the nature of the main carriage way from Super towards Ilepo.	Positive
Costain roundabout inward Eko bridge is good to go down to Ijora olopa intersection.	Positive
...Agbowa-Imota both in and out is relatively calm for now. Movement from Itamaga Intersection towards Elepe to Ijede is in order.         	Positive
      Cement to Goye junction is good likewise return journey to Cement. Goye junction to Akinwowo inward Alaguntan is free flowing likewise return to Goye at the express. Swipha and environ is okay.	Positive
Traffic in and out of Toyin Street is gd; Traffic in and out of Opebi link Rd is gd; Traffic in and out of Lateef Jakande Rd is gd.       	Neutral
   Do not be a statistic. Use your seat belt on every trip and stay alert at all times.             	Neutral
     Traffic has already built up at Ikotun Round About/Intersection a Traffic has built up at Synagogue through the narrow path towards Ikotun r/about  but there is gradual movement.	Negative
     Traffic is busy at Allen Avenue and Obafemi Awolowo Way inward journey to Allen Intersection enroute Aromire Road occasioned by the narrow lanes along the route coupled with the peak period activities.	Negative
Very encouraging movement on the ilepo corridor both in and out as well asides the impediments opposite FATGBEMS filling Station inward Iyana Ipaja thereby making motorists seek alternative routes.	Positive
Oyebanji connecting Adeniji Adele road through Oba's palace and Police post is looking good at this hour, while movement from llubinrin connecting Carter bridge is good to go.         	Positive
Movement from Alhaji Lookman Atobajeun and Swimming pool is good. Movement from Hollandia Way to Eleganza enroute Jesus House to connect Osolo-Way is a moving traffic.        	Positive
Traffic is gd from Olayiwola inw Amala Jnctn, to Ayodele, NNPC and Fagba intersection where it is a bit slow.   Traffic is gd from Fagba inw Church, Jungle, Ajilete, College by Ifako International, Imola, Oyemekun, Odejobi is gd.     	Negative
      Traffic on College Road stretch is good in n out. Pencinema underneath the bridge to Fagba intersection is also good. Olayiwola to Fagba intersection is free.  Fagba intersection to Ishaga round about is good to Elliot area.	Positive
 ascending and descending Mile 12 bridge inward Kosofe to Iyana School is gtg.  RJ from Iyana School to Kosofe to Mile 12 is gtg.	Neutral
      Traffic from Iyana Dopemu inward Cement is good to go, slightly busy approaching Cement due to commercial vehicle  better movement from Cement through Mangoro to Ile Z Sule junction to link Ile Zik is also good to go.	Positive
Five star to Iyana Isolo, Iyana Itire, Ijesha and Cele is gd.   Traffic back to Oshodi and Oworo as well as inw the Third Mainland bridge is gd.        	Neutral
     Cele inward Ago r'abt is slow moving traffic but the return journey is busy.  Cele link bridge inward Ijesha is busy but slow on the return journey.       	Negative
     A broken down street/traffic light maintenance truck at Tantalizer before Santos junction inward IJAIYE.   The driver is awaiting a mechanic to fix the fault. 	Negative
      The traffic along the stretch of Obafemi Awolowo Way, Billings Way, Kudirat Abiola Way, Aromire Road, Opebi Road, Ikosi Road, Toyin Street, Sheraton Link &amp; Opebi-Welfare Link Bridges within the axis is good to go.      	Positive
The Return journey back to Abule egba connecting Super is good but busy approaching IleEpo.         	Positive
    Picture of a loaded tipper that broke down at Alamutu inward Alamutu turning enroute Ishaga, This has dragged traffic backwards jungle, coupled with evening influx of vehicular flow. Recovery is currently ongoing.     	Negative
